Driver State,Speed (GPS),Engine Load,Throttle Position(Manifold),Engine RPM,Speed (OBD),Torque,GPS Bearing,Air Fuel Ratio(Measured),Engine Load(Absolute),Relative Throttle Position,Absolute Throttle Position B,Accelerator PedalPosition D,Accelerator PedalPosition E,Air Fuel Ratio(Commanded),Engine kW (At the wheels),time,lat,lng
5,51.1159,63.9216,15.6863,1681.25,55,21.3983,190,15.075,36.8627,7.45098,16.4706,23.5294,11.7647,14.9099,5.108,1416451520840,40.4313,-79.9539
5,54.0432,43.1373,12.1569,1617.25,56,47.726,192,14.8166,32.1569,6.27451,14.902,23.5294,10.9804,14.8956,10.959,1416451521843,40.4311,-79.9539
5,52.2418,14.1176,10.1961,1582.5,56,47.726,191,14.8166,16.4706,1.96078,10.9804,15.6863,7.84314,14.8956,10.959,1416451522840,40.431,-79.9539
5,52.9173,14.1176,10.1961,1494,55,47.726,191,14.8646,10.5882,1.56863,10.5882,15.6863,8.23529,15.4348,10.959,1416451523840,40.4309,-79.954
5,52.9173,12.1569,10.1961,1483.25,55,47.726,191,29.3996,10.5882,1.56863,10.5882,16.4706,8.23529,12.9356,10.959,1416451524841,40.4309,-79.954
5,53.3677,12.549,10.1961,1483.25,55,47.726,192,29.3996,10.5882,1.56863,10.5882,15.2941,7.84314,12.9356,10.959,1416451525840,40.4307,-79.954
5,54.2684,12.9412,10.5882,1495.75,53,0,190,29.3996,10.5882,1.56863,10.5882,15.2941,7.84314,12.9356,0,1416451526840,40.4306,-79.9541
5,53.818,13.7255,10.5882,1472,52,0,190,29.3996,10.9804,1.56863,10.5882,15.2941,7.84314,12.9356,0,1416451527841,40.4305,-79.9541
3,54.0432,13.7255,10.5882,1368,48,0,190,29.3996,10.9804,1.17647,9.80392,15.2941,7.84314,12.9356,0,1416451528841,40.4303,-79.9541
3,50.8907,17.2549,9.80392,1096.75,39,0,191,29.3996,10.9804,1.17647,9.80392,15.2941,7.84314,12.9356,0,1416451529841,40.4302,-79.9542
3,43.9101,36.8627,11.3725,1192,28,0,190,13.6547,21.1765,1.17647,15.6863,15.2941,7.84314,12.9356,0,1416451530840,40.4301,-79.9542
3,21.6173,25.8824,10.9804,1332,17,0,190,13.0648,17.2549,1.96078,10.9804,15.2941,7.84314,12.9356,0,1416451531840,40.4299,-79.9542
3,21.6173,25.4902,11.3725,1265.5,9,0,190,14.2393,14.5098,1.96078,10.5882,15.2941,7.84314,14.5542,0,1416451532842,40.4299,-79.9542
9,11.9345,25.4902,11.3725,1634,9,0,191,14.2393,17.6471,2.35294,11.3725,16.0784,10.1961,14.5542,0,1416451533842,40.4299,-79.9542
9,10.5835,90.9804,18.8235,1634,9,3.64335,191,14.1662,29.0196,4.31373,15.2941,21.1765,10.9804,14.5542,0.845264,1416451534840,40.4298,-79.9542
9,10.5835,65.4902,18.4314,2108.25,14,18.3387,191,14.3905,54.1176,14.1176,26.2745,25.4902,13.3333,14.5542,5.48946,1416451535841,40.4298,-79.9542
9,12.6101,98.0392,22.7451,1921.5,18,24.8766,182,15.193,54.1176,12.9412,22.3529,26.6667,13.3333,14.5542,6.78689,1416451536840,40.4298,-79.9542
9,17.1137,75.6863,21.5686,2167,25,49.7906,160,14.6978,50.5882,12.9412,22.3529,26.6667,13.3333,14.5542,15.3195,1416451537840,40.4297,-79.9542
1,21.3921,99.6078,27.451,2556.5,31,44.6405,141,14.6978,59.6078,18.0392,26.6667,32.549,16.4706,14.5542,16.2037,1416451538840,40.4297,-79.9542
1,25.2202,99.6078,27.451,3068,37,46.6551,128,14.5636,53.7255,17.2549,26.2745,33.3333,16.8627,14.848,20.3233,1416451539840,40.4297,-79.9541
1,38.0554,87.0588,26.2745,2159.75,37,46.6551,131,14.7691,61.5686,22.3529,29.0196,33.3333,16.8627,14.8862,20.3233,1416451540840,40.4296,-79.9539
1,40.3072,68.6274,21.9608,2159.75,41,49.8042,133,14.552,49.0196,13.3333,22.3529,31.7647,15.6863,14.9239,15.2724,1416451541840,40.4295,-79.9538
1,42.7842,75.2941,22.7451,2334,44,37.0617,131,14.7435,49.0196,13.7255,22.7451,31.7647,15.6863,14.4824,12.2819,1416451542840,40.4294,-79.9537
5,42.3338,82.7451,23.5294,2493.5,47,34.2534,128,14.7731,47.8431,13.7255,22.7451,31.7647,16.0784,14.4829,12.127,1416451543840,40.4294,-79.9536
5,42.3338,99.2157,27.0588,2655.75,49,22.7883,128,14.7731,47.451,14.5098,23.5294,31.7647,15.6863,14.4829,8.59287,1416451544840,40.4294,-79.9536
5,48.1885,99.2157,27.0588,1963.75,51,31.5389,138,14.4685,53.7255,14.1176,25.4902,30.5882,15.2941,14.9239,8.7937,1416451545841,40.4292,-79.9534
5,48.1885,86.2745,22.7451,1963.75,51,31.5389,138,14.9252,50.5882,14.1176,23.1373,30.5882,14.5098,14.4824,8.7937,1416451546841,40.4292,-79.9534
5,49.5396,53.3333,13.7255,1970,52,16.6109,144,14.0132,50.5882,4.31373,13.7255,20,9.80392,14.5542,4.64622,1416451547840,40.4291,-79.9533
5,51.7914,18.0392,9.01961,1859.25,50,16.6109,135,14.8548,21.1765,1.56863,10.5882,20,9.80392,15.4348,4.64622,1416451548842,40.4289,-79.9531
5,56.0698,14.5098,9.80392,1265,45,16.6109,133,29.3996,10.9804,1.56863,10.5882,15.2941,7.84314,12.9356,4.64622,1416451549840,40.4288,-79.9529
3,53.5928,15.6863,9.80392,1120,38,0,135,29.3996,10.5882,0.784314,9.80392,15.2941,7.84314,12.9356,0,1416451550840,40.4287,-79.9528
3,46.8374,15.6863,9.80392,1171,30,0,137,24.7049,13.7255,1.96078,10.5882,15.2941,7.84314,12.9356,0,1416451551840,40.4286,-79.9527
3,37.3799,22.3529,10.5882,1322.5,30,0,138,12.6158,18.8235,1.96078,10.5882,15.2941,7.84314,12.9356,0,1416451552841,40.4286,-79.9526
3,37.3799,29.0196,11.3725,1322.5,23,0,138,13.5246,16.0784,1.96078,10.9804,16.4706,8.23529,14.5542,0,1416451553840,40.4286,-79.9526
3,27.0216,24.3137,10.5882,1304.5,20,0,137,14.4237,16.0784,1.96078,10.9804,15.2941,7.84314,14.5542,0,1416451554840,40.4285,-79.9526
3,22.0676,23.5294,10.5882,1295.5,16,0,135,14.7969,14.902,2.35294,11.3725,15.2941,7.84314,14.848,0,1416451555840,40.4285,-79.9525
9,17.564,28.2353,11.3725,1310.25,10,0,133,14.8929,16.8627,2.35294,11.3725,15.2941,7.84314,14.5542,0,1416451556840,40.4285,-79.9525
9,14.6367,26.6667,10.9804,1279,6,0,147,14.5322,17.6471,1.96078,11.3725,15.2941,7.84314,14.5542,0,1416451557840,40.4285,-79.9525
9,8.78202,27.451,10.9804,1206.75,5,0,150,14.6937,16.0784,1.96078,10.9804,15.2941,7.84314,14.5542,0,1416451558840,40.4285,-79.9524
9,4.5036,33.3333,10.9804,1195.25,5,0,142,14.6937,17.2549,1.96078,10.9804,15.6863,7.84314,14.848,0,1416451559841,40.4285,-79.9524
9,0,33.3333,14.902,1497.5,6,2.64616,139,14.5479,27.451,5.4902,14.1176,20.7843,10.5882,14.5542,0.562629,1416451560840,40.4284,-79.9524
9,0,47.0588,9.41177,1570,6,2.64616,139,14.8113,17.2549,1.56863,10.9804,17.6471,10.5882,14.5542,0.562629,1416451561840,40.4284,-79.9524
9,0,38.4314,14.5098,1570,5,2.64616,139,14.3456,17.2549,4.31373,10.5882,15.2941,7.84314,14.5542,0.562629,1416451562840,40.4284,-79.9524
9,0,16.8627,10.9804,1482.5,7,6.26403,139,13.7458,17.2549,1.56863,10.1961,15.2941,7.84314,14.5542,1.31852,1416451563841,40.4284,-79.9524
8,0,20.3922,10.1961,1158.25,2,6.26403,139,13.9809,11.7647,1.17647,10.1961,15.2941,7.84314,14.848,1.31852,1416451564840,40.4284,-79.9524
8,0,25.8824,10.1961,970.25,0,6.26403,139,14.6637,13.7255,1.56863,10.1961,15.2941,7.84314,14.5542,1.31852,1416451565847,40.4284,-79.9524
8,0,30.9804,10.1961,804,0,0,139,15.2827,17.2549,1.56863,10.5882,15.2941,7.84314,14.8898,0,1416451566840,40.4284,-79.9524
8,0,32.549,10.1961,788.5,0,0,139,15.2827,19.6078,1.56863,10.5882,15.2941,7.84314,14.8898,0,1416451567840,40.4284,-79.9524
8,0,32.549,10.1961,788.5,0,0,139,14.9315,18.4314,1.17647,10.1961,15.2941,7.84314,14.8898,0,1416451568841,40.4284,-79.9524
6,0,31.7647,10.1961,788.5,0,0,139,14.7565,18.8235,1.17647,10.1961,15.2941,7.84314,14.8898,0,1416451569841,40.4284,-79.9524
6,0,38.4314,10.9804,836,0,0,139,14.8606,18.8235,2.35294,11.3725,19.6078,10.1961,14.6327,0,1416451570840,40.4284,-79.9524
6,0,57.2549,14.1176,1072,0,0,139,14.5811,23.1373,5.4902,14.902,19.6078,10.1961,14.8772,0,1416451571841,40.4284,-79.9524
6,0,47.8431,10.9804,1260,3,4.38262,139,15.3774,33.3333,5.4902,14.902,24.7059,12.549,14.8772,0.78405,1416451572840,40.4284,-79.9524
6,0,39.2157,11.3725,1057,3,4.38262,139,14.2272,22.7451,2.7451,11.3725,15.2941,7.84314,14.8772,0.78405,1416451573842,40.4284,-79.9524
6,0,43.1373,11.3725,929.75,3,4.38262,139,14.2272,23.9216,2.35294,11.3725,15.2941,7.84314,14.6318,0.78405,1416451574841,40.4284,-79.9524
8,0,43.1373,11.3725,870,1,0,139,14.7049,20.7843,0.784314,10.5882,15.2941,7.84314,14.9328,0,1416451575840,40.4284,-79.9524
8,0,32.549,10.1961,807.25,1,0,139,14.3043,20.7843,1.17647,10.5882,15.2941,7.84314,14.9328,0,1416451576841,40.4284,-79.9524
8,0,32.1569,10.1961,807.25,0,0,139,14.7767,18.8235,1.17647,10.1961,15.2941,7.84314,14.6246,0,1416451577846,40.4284,-79.9524
8,0,32.549,10.5882,805.75,0,0,139,14.7987,18.8235,1.56863,10.1961,15.2941,7.84314,14.9104,0,1416451578841,40.4284,-79.9524
8,0,32.9412,10.1961,791.25,0,0,139,15.0863,19.2157,1.17647,10.1961,15.2941,7.84314,14.9104,0,1416451579841,40.4284,-79.9524
9,0,40,16.0784,825.5,0,0,139,14.9508,18.8235,3.13725,10.1961,15.2941,7.84314,14.9104,0,1416451580841,40.4284,-79.9524
9,0,82.7451,15.2941,1370,2,1.86201,139,15.5084,40,3.13725,14.902,21.9608,10.9804,14.9104,0.362195,1416451581841,40.4284,-79.9524
9,0,69.4118,15.2941,1661.5,8,19.2132,139,15.5084,34.902,6.66667,15.6863,21.9608,11.3725,14.9104,4.5325,1416451582847,40.4284,-79.9524
9,0,73.7255,16.8627,2144,14,27.6515,139,14.7197,39.2157,9.41177,18.4314,21.9608,11.7647,14.8799,8.41751,1416451583844,40.4284,-79.9524
1,10.3583,73.7255,19.2157,2144,14,27.6515,84,15.2051,42.7451,14.1176,20.7843,24.3137,12.549,14.5928,8.41751,1416451584840,40.4285,-79.9525
1,13.9612,99.6078,22.7451,1771.75,19,43.9678,319,15.2051,40.3922,13.7255,20.7843,23.9216,11.7647,14.8606,11.0605,1416451585840,40.4285,-79.9525
1,20.4914,56.4706,16.0784,2123.75,25,42.7296,317,15.1558,40.3922,7.45098,16.4706,21.9608,10.9804,14.857,12.8846,1416451586841,40.4286,-79.9525
1,26.5712,50.9804,18.8235,1964.5,30,49.273,316,15.2222,32.9412,12.9412,21.5686,26.2745,10.9804,14.848,13.7436,1416451587841,40.4286,-79.9526
1,29.7238,78.8235,16.4706,1996,36,72.5406,315,14.8803,45.4902,7.45098,21.5686,26.2745,13.3333,14.5286,20.558,1416451588840,40.4287,-79.9526
1,27.2468,48.6275,14.902,1829.25,42,80.936,307,14.8803,37.6471,7.45098,18.4314,22.7451,11.3725,14.5286,21.021,1416451589840,40.4287,-79.9527
1,30.3993,52.549,14.902,1829.25,46,69.446,312,15.7771,30.1961,5.88235,14.902,22.7451,11.3725,14.5542,18.0368,1416451590841,40.4288,-79.9528
5,32.2007,52.549,15.2941,1366,46,69.446,313,14.9584,19.6078,5.09804,11.7647,16.8627,8.23529,14.848,18.0368,1416451591840,40.4288,-79.9529
5,30.6245,19.6078,10.1961,1366,50,92.597,317,19.305,11.3725,1.56863,10.1961,15.2941,7.84314,15.4348,17.9592,1416451592841,40.4289,-79.9529
5,41.4331,15.2941,10.1961,1362.75,50,92.597,319,29.3996,11.3725,1.17647,10.1961,15.2941,7.84314,12.9356,17.9592,1416451593840,40.429,-79.9531
5,41.4331,16.0784,10.1961,1352,48,92.597,319,29.3996,10.1961,1.17647,10.1961,15.2941,7.84314,12.9356,17.9592,1416451594840,40.429,-79.9531
3,45.036,17.2549,9.80392,1150,41,0,313,29.3996,10.9804,1.17647,10.1961,15.2941,7.84314,12.9356,0,1416451595841,40.4292,-79.9534
3,39.8569,23.5294,9.80392,1146.5,32,0,315,29.3996,11.3725,0.784314,9.80392,15.2941,7.84314,12.9356,0,1416451596841,40.4293,-79.9535
3,31.0748,23.5294,10.5882,1136,32,0,317,12.6647,14.902,1.56863,10.5882,15.2941,7.84314,12.9356,0,1416451597840,40.4293,-79.9536
3,31.0748,25.098,15.2941,1136,29,0,317,12.9841,28.6275,1.17647,10.9804,22.3529,12.9412,14.5542,0,1416451598840,40.4293,-79.9536
3,29.9489,99.6078,18.4314,1626.5,27,0,316,12.9841,52.549,11.3725,20,27.8431,13.7255,14.5542,0,1416451599841,40.4294,-79.9537
5,29.4986,62.7451,12.549,1830,32,59.7128,315,13.5875,52.549,1.17647,12.1569,15.2941,13.7255,14.5542,15.5152,1416451600840,40.4295,-79.9538
5,32.4259,12.9412,10.9804,1552.75,33,12.9459,312,15.25,12.1569,1.17647,12.1569,15.2941,7.84314,15.4348,2.85413,1416451601841,40.4295,-79.9538
3,33.5518,17.6471,10.1961,1077.5,28,12.9459,313,14.3043,10.1961,0.784314,9.80392,15.2941,7.84314,15.4348,2.85413,1416451602840,40.4296,-79.9539
3,31.3,17.6471,10.1961,1328.5,22,12.9459,314,14.3043,20.3922,6.27451,9.80392,15.2941,7.84314,14.7,2.85413,1416451603841,40.4297,-79.954
9,29.2734,30.5882,11.3725,1328.5,22,12.9459,317,13.6929,15.6863,1.96078,10.9804,15.2941,7.84314,14.9099,2.85413,1416451604841,40.4297,-79.9541
9,15.9878,24.7059,10.9804,1287,15,0,320,14.6314,15.6863,1.96078,11.3725,15.6863,9.80392,14.9099,0,1416451605846,40.4298,-79.9542
9,15.0871,99.6078,17.2549,1407.75,15,0,336,14.4147,20,9.01961,11.3725,15.6863,9.80392,14.5564,0,1416451606840,40.4298,-79.9542
9,18.9151,97.6471,24.3137,1925.5,21,41.4887,0,15.6623,57.2549,9.01961,11.3725,25.8824,13.3333,14.5564,11.3426,1416451607840,40.4299,-79.9542
9,22.518,99.2157,24.3137,2392.25,29,60.8783,19,15.6623,67.8431,15.2941,24.3137,31.7647,16.4706,14.8772,20.678,1416451608841,40.4299,-79.9542
1,27.6971,99.2157,29.0196,3110.75,29,60.8783,14,14.8023,63.1373,18.0392,27.451,36.0784,18.0392,14.848,20.678,1416451609840,40.43,-79.9542
1,27.6971,75.6863,30.9804,3110.75,38,65.9668,14,14.5937,70.9804,24.7059,29.8039,37.6471,18.8235,14.923,29.136,1416451610840,40.43,-79.9542
1,32.4259,90.9804,30.5882,2544.75,44,64.963,9,14.5798,70.9804,21.5686,30.9804,37.2549,18.8235,14.9239,23.472,1416451611842,40.43,-79.9542
1,39.6317,71.7647,26.6667,2619.75,50,77.376,18,14.6318,72.9412,21.5686,22.7451,37.2549,18.8235,14.4824,28.781,1416451612845,40.4301,-79.9541
1,41.4331,74.902,31.7647,2891.25,53,36.9288,14,14.6318,43.9216,21.5686,22.7451,30.1961,14.902,14.8853,15.1597,1416451613841,40.4302,-79.9541
5,46.6123,84.7059,20.7843,2891.25,55,27.8864,15,14.8808,52.549,13.7255,23.1373,29.8039,14.902,14.8853,11.4477,1416451614840,40.4304,-79.954
5,52.2418,99.6078,27.0588,2239.5,56,18.033,11,14.6578,46.2745,12.549,22.3529,27.451,14.902,14.4824,5.73401,1416451615840,40.4305,-79.954
5,56.7454,65.8824,27.0588,1646.25,57,23.1687,11,14.6578,53.7255,13.3333,24.7059,27.0588,13.7255,14.4824,5.41548,1416451616842,40.4306,-79.954
5,58.0964,61.5686,27.0588,1814,58,22.971,9,15.2047,36.8627,7.45098,16.4706,23.5294,11.7647,14.4824,5.91638,1416451617840,40.4308,-79.9539
5,57.6461,61.5686,16.8627,1814,58,22.971,9,14.9185,35.6863,7.84314,16.0784,22.3529,10.9804,14.9046,5.91638,1416451618840,40.4309,-79.9539
5,60.1231,40,10.5882,1814,58,22.971,7,14.9185,13.7255,0,9.01961,15.2941,7.84314,14.5134,5.91638,1416451619841,40.4311,-79.9539
5,59.6727,12.1569,10.5882,1814,56,22.971,10,16.8103,10.5882,1.56863,10.5882,15.2941,7.84314,15.4348,5.91638,1416451620841,40.4314,-79.9538
3,52.6921,12.9412,10.1961,1437.25,51,0,13,29.3996,10.5882,1.56863,10.5882,15.2941,7.84314,12.9356,0,1416451621840,40.4315,-79.9538
3,52.6921,16.4706,9.80392,1141.25,41,0,13,29.3996,10.9804,1.56863,10.5882,15.2941,7.84314,12.9356,0,1416451622840,40.4315,-79.9538
5,44.5856,54.5098,9.80392,1464.75,38,0,12,29.3996,23.9216,0.784314,10.1961,19.2157,10.1961,12.9356,0,1416451623843,40.4317,-79.9538
5,37.1547,54.5098,16.4706,1675.75,38,0,13,12.9177,40,8.23529,17.2549,24.7059,12.549,12.9356,0,1416451624840,40.4319,-79.9537
5,38.9561,100,23.1373,1675.75,40,29.1505,11,14.3187,49.4118,10.9804,20.3922,28.2353,14.1176,14.4909,6.93577,1416451625840,40.432,-79.9537
5,43.0094,75.6863,18.8235,1658.5,43,49.0287,9,14.923,49.4118,10.1961,19.2157,28.2353,14.1176,14.4824,11.5453,1416451626842,40.4321,-79.9537
5,45.9367,81.5686,20.3922,1806.25,46,47.4902,9,15.1024,46.2745,8.23529,19.2157,28.2353,14.1176,14.9239,12.1793,1416451627840,40.4322,-79.9537
5,47.513,23.9216,11.3725,1829.25,48,32.4357,10,15.1024,26.2745,8.23529,15.2941,19.2157,9.01961,14.9239,8.42434,1416451628845,40.4323,-79.9536
5,47.9633,23.9216,11.3725,1285.25,45,32.4357,8,15.4088,11.7647,1.96078,10.5882,15.2941,7.84314,14.8893,8.42434,1416451629842,40.4324,-79.9536
3,44.5856,16.4706,9.80392,1285.25,45,32.4357,8,13.5493,10.1961,0.784314,9.80392,15.2941,7.84314,14.6121,8.42434,1416451630840,40.4325,-79.9536
5,37.8302,15.6863,9.80392,1123.75,38,32.4357,11,14.7022,10.5882,1.17647,10.1961,15.2941,7.84314,14.6121,8.42434,1416451631840,40.4326,-79.9536
5,37.1547,60,24.3137,1331.25,37,0,10,14.085,10.5882,1.17647,21.5686,29.8039,14.902,14.6121,0,1416451632840,40.4327,-79.9535
5,39.8569,83.5294,21.9608,1985.75,39,29.0993,8,14.6547,53.3333,14.902,23.5294,31.7647,14.902,14.9086,8.2044,1416451633840,40.4328,-79.9535
5,42.1087,81.1765,22.7451,2302,43,49.822,10,14.8341,50.5882,14.1176,23.5294,31.7647,16.0784,14.9239,16.2842,1416451634840,40.4329,-79.9535
1,45.4864,81.1765,14.902,2540.75,48,56.9023,11,14.6282,48.2353,14.1176,23.1373,31.7647,15.6863,14.9239,20.5273,1416451635840,40.4331,-79.9535
5,48.6389,14.5098,14.902,2279.25,49,14.6826,11,14.6282,14.5098,7.45098,10.1961,31.7647,7.84314,14.8951,4.75153,1416451636841,40.4331,-79.9535
5,48.6389,14.5098,10.9804,1396.75,49,14.6826,11,16.9951,10.9804,7.45098,10.5882,15.2941,7.84314,14.848,4.75153,1416451637841,40.4332,-79.9534
5,49.7648,14.5098,14.902,1396.75,48,14.6826,9,12.9078,10.9804,5.09804,13.7255,21.5686,10.9804,14.848,4.75153,1416451638848,40.4333,-79.9534
5,49.5396,55.2941,14.902,1538,49,19.7551,10,14.6798,27.451,2.35294,13.7255,15.2941,10.9804,14.5542,4.31394,1416451639841,40.4335,-79.9534
3,49.99,18.8235,10.5882,1521.25,49,19.7551,10,13.9185,20.3922,2.35294,13.7255,15.2941,7.84314,14.5542,4.31394,1416451640846,40.4337,-79.9533
3,47.7382,16.8627,10.5882,1192.5,44,19.7551,10,13.9185,11.7647,1.56863,10.1961,15.2941,7.84314,15.4348,4.31394,1416451641841,40.4338,-79.9533
3,42.3338,16.8627,9.80392,1158.25,44,19.7551,10,13.9185,10.1961,0.784314,9.80392,15.2941,7.84314,12.9356,4.31394,1416451642841,40.4339,-79.9533
3,38.9561,16.4706,9.80392,1158.25,38,0,9,11.7997,10.5882,1.17647,10.1961,15.2941,7.84314,12.9356,0,1416451643840,40.434,-79.9533
3,36.9295,17.6471,10.1961,1331.25,35,0,8,11.7997,10.5882,1.17647,10.1961,15.2941,7.84314,12.9356,0,1416451644840,40.4341,-79.9532
3,30.8497,38.8235,10.5882,1175.25,27,0,7,13.1115,11.3725,1.17647,10.1961,15.2941,7.84314,12.9356,0,1416451645840,40.4342,-79.9532
3,23.8691,21.9608,10.5882,1329,18,0,6,13.1115,16.0784,1.96078,10.9804,15.2941,7.84314,12.9356,0,1416451646840,40.4342,-79.9532
3,15.9878,21.9608,10.5882,1329,18,0,6,12.9791,14.902,1.96078,10.9804,15.2941,7.84314,12.9356,0,1416451647843,40.4343,-79.9532
8,15.9878,25.098,10.9804,1318.25,9,0,6,13.0967,14.902,1.56863,10.1961,15.2941,7.84314,14.6704,0,1416451648841,40.4343,-79.9532
8,8.10648,21.1765,10.1961,1118.75,0,0,7,13.9849,12.549,1.56863,10.1961,15.2941,7.84314,14.6704,0,1416451649841,40.4343,-79.9532
8,1.57626,21.1765,10.1961,921,0,0,1,13.9849,12.9412,1.17647,9.80392,15.2941,7.84314,14.9692,0,1416451650840,40.4343,-79.9532
8,1.80144,23.5294,9.80392,921,0,0,347,14.4407,15.6863,1.17647,10.1961,15.2941,7.84314,14.9692,0,1416451651840,40.4343,-79.9532
8,0,23.5294,10.1961,770.25,0,0,347,15.0885,15.6863,1.17647,10.1961,15.2941,7.84314,14.6767,0,1416451652840,40.4343,-79.9532
8,0,30.1961,10.1961,798,0,0,347,15.3469,17.6471,1.17647,10.1961,15.2941,7.84314,14.6767,0,1416451653840,40.4343,-79.9532
8,0,29.8039,10.1961,787,0,0,347,14.9763,17.6471,1.17647,10.1961,15.2941,7.84314,14.9544,0,1416451655840,40.4343,-79.9532
8,0,30.1961,10.1961,791.25,0,0,347,15.0746,17.6471,1.17647,10.1961,15.2941,7.84314,14.9544,0,1416451656840,40.4343,-79.9532
8,0,30.5882,10.1961,798,0,0,347,14.8193,17.6471,1.17647,10.1961,15.2941,7.84314,14.9544,0,1416451657841,40.4343,-79.9532
8,0,30.5882,10.1961,799.25,0,0,347,14.8193,18.0392,1.17647,10.1961,15.2941,7.84314,14.6556,0,1416451658841,40.4343,-79.9532
8,0,30.9804,10.1961,799.25,0,0,347,14.7749,18.0392,1.17647,10.1961,15.2941,7.84314,14.9216,0,1416451659840,40.4343,-79.9532
8,0,30.5882,10.1961,799.75,0,0,347,14.8655,18.0392,1.17647,10.1961,15.2941,7.84314,14.9216,0,1416451660840,40.4343,-79.9532
8,0,30.1961,10.1961,799.75,0,0,347,14.8646,18.0392,1.17647,10.1961,15.2941,7.84314,14.9216,0,1416451661840,40.4343,-79.9532
8,0,30.1961,10.1961,797.75,0,0,347,14.8467,17.6471,1.17647,10.1961,15.2941,7.84314,14.6242,0,1416451662840,40.4343,-79.9532
8,6.98058,30.9804,10.1961,800,0,0,40,14.8467,17.6471,1.17647,10.1961,15.2941,7.84314,14.6242,0,1416451663840,40.4342,-79.9531
8,6.07986,30.9804,10.1961,800,0,0,76,14.6991,18.0392,1.17647,10.1961,15.2941,7.84314,14.9171,0,1416451664840,40.4342,-79.9531
8,1.80144,30.9804,10.1961,795,0,0,101,14.8741,18.0392,1.17647,10.1961,15.2941,7.84314,14.9171,0,1416451665840,40.4342,-79.9531
8,1.57626,30.5882,10.1961,795,0,0,118,14.9144,18.0392,1.17647,10.1961,15.2941,7.84314,14.9171,0,1416451666845,40.4342,-79.9531
8,0,30.5882,10.1961,804.75,0,0,118,14.7803,18.0392,1.17647,10.1961,15.2941,7.84314,14.9171,0,1416451667841,40.4342,-79.9531
8,0,30.5882,10.1961,792.5,0,0,118,14.7803,17.6471,1.17647,10.1961,15.2941,7.84314,14.621,0,1416451668840,40.4342,-79.9531
8,0,30.9804,10.1961,792.5,0,0,118,14.8449,18.0392,1.17647,10.1961,15.2941,7.84314,14.621,0,1416451669840,40.4342,-79.9531
8,0,31.3725,10.1961,795.75,0,0,118,14.8391,18.0392,1.17647,10.1961,15.2941,7.84314,14.9171,0,1416451670841,40.4342,-79.9531
8,0,31.3725,10.1961,800.25,0,0,118,15.0019,18.0392,1.17647,10.1961,15.2941,7.84314,14.9171,0,1416451671853,40.4342,-79.9531
8,0,30.5882,10.1961,810,0,0,118,15.0019,18.0392,1.17647,10.1961,15.2941,7.84314,14.9171,0,1416451672841,40.4342,-79.9531
8,0,30.5882,10.1961,810,0,0,118,14.6839,17.6471,1.17647,10.1961,15.2941,7.84314,14.6215,0,1416451673845,40.4342,-79.9531
8,0,30.5882,10.1961,795.5,0,0,118,14.8821,17.6471,1.17647,10.1961,15.2941,7.84314,14.914,0,1416451674840,40.4342,-79.9531
8,0,30.9804,10.1961,792.75,0,0,118,14.923,17.6471,1.17647,10.1961,15.2941,7.84314,14.914,0,1416451675840,40.4342,-79.9531
8,0,31.3725,10.1961,801.75,0,0,118,14.9032,18.0392,1.17647,10.1961,15.2941,7.84314,14.914,0,1416451676841,40.4342,-79.9531
8,0,31.3725,10.1961,807.5,0,0,118,14.9032,17.6471,1.17647,10.1961,15.2941,7.84314,14.6175,0,1416451677840,40.4342,-79.9531
8,0,31.3725,10.1961,807.5,0,0,118,14.717,17.6471,1.17647,10.1961,15.2941,7.84314,14.896,0,1416451678840,40.4342,-79.9531
8,0,30.9804,10.1961,801.75,0,0,118,14.87,18.0392,1.17647,10.1961,15.2941,7.84314,14.896,0,1416451679847,40.4342,-79.9531
8,0,30.5882,10.1961,797.75,0,0,118,14.9068,18.0392,1.17647,10.1961,15.2941,7.84314,14.896,0,1416451680840,40.4342,-79.9531
8,0,30.5882,10.1961,802,0,0,118,14.9068,17.6471,1.17647,10.1961,15.2941,7.84314,14.896,0,1416451681840,40.4342,-79.9531
8,0,30.9804,10.1961,802,0,0,118,14.9068,17.6471,1.17647,10.1961,15.2941,7.84314,14.6,0,1416451682840,40.4342,-79.9531
8,0,31.3725,10.1961,800,0,0,118,14.9068,17.6471,1.17647,10.1961,15.2941,7.84314,14.8871,0,1416451683845,40.4342,-79.9531
8,0,31.7647,10.1961,796.25,0,0,118,14.8525,18.0392,1.17647,10.1961,15.2941,7.84314,14.8871,0,1416451684840,40.4342,-79.9531
8,0,31.7647,10.1961,796,0,0,118,14.8525,18.0392,1.17647,10.1961,15.2941,7.84314,14.8871,0,1416451685841,40.4342,-79.9531
8,0,31.7647,10.1961,794,0,0,118,14.8122,18.0392,1.17647,10.1961,15.2941,7.84314,14.8871,0,1416451686840,40.4342,-79.9531
8,0,30.9804,10.1961,794,0,0,118,14.8651,18.0392,1.17647,10.1961,15.2941,7.84314,14.5919,0,1416451687840,40.4342,-79.9531
8,0,30.9804,10.1961,804,0,0,118,14.6713,17.6471,1.17647,10.1961,15.2941,7.84314,14.8691,0,1416451688841,40.4342,-79.9531
8,0,31.3725,10.1961,800,0,0,118,14.6713,17.6471,1.17647,10.1961,15.2941,7.84314,14.8691,0,1416451689841,40.4342,-79.9531
